name,image,originalPrice,price,discount,ratingScore,review,location,description,brandName,inStock
MSI GeForce RTX 3050 GAMING X 8G GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/5e60e81eadb7a64512a7850ee4e71269.jpg,55000,50600,-0.08,Not Available,0,Bangladesh,"Brand &ndash; MSI', 'Model - GeForce RTX 3050 GAMING X 8G', 'Type - GDDR6', 'Size - 8GB', 'Resolution - 7680x4320', 'Core Clock - Boost: 1845 MHz', 'Memory Clock - 14 Gbps', 'BUS Type - 128-bit', 'Memory Interface - PCI Express Gen 4.0 x8', 'CUDA Cores - 2560 Units', 'Display Port - DisplayPort x 3 (v1.4a)', 'HDMI - HDMI x 1 (Supports 4K@120Hz as specified in HDMI 2.1)', 'HDCP &ndash; Yes', 'Connectors &ndash; 8 pin x1', 'Recommended PSU - 550 W', 'Consumption - 130 W', 'Multi Display &ndash; 4', 'DirectX - 12 API', 'OpenGL - 4.6', 'Dimensions - 278 x 130 x 49 mm', 'Others - 939 g', 'Warranty - 3 Years Limited Warranty'",MSI,FALSE
Arktek Nvidia Geforce G210 1Gb Gddr3 Graphics Card,https://static-01.daraz.com.bd/p/ece593383eb1b5f080d43e68e1b17f4e.jpg,4500,4500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
"Arktek graphics card akn730d3s2gl1, gt730 2gb ddr3 128 bit",https://static-01.daraz.com.bd/p/096ae14947c938b751e5ec0938360e37.jpg,7500,7500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
"Arktek Graphics Card Akn730D3S2Gl1, Gt730 2Gb Ddr3 128 Bit",https://static-01.daraz.com.bd/p/096ae14947c938b751e5ec0938360e37.jpg,7500,7500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
Arktek nvidia geforce g210 1gb gddr3,https://static-01.daraz.com.bd/p/f3d83c334da47fae82aba5c4788b9223.jpg,4500,4500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
Arktek nvidia geforce g210 1gb gddr3,https://static-01.daraz.com.bd/p/ece593383eb1b5f080d43e68e1b17f4e.jpg,4500,4500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
"Arktek graphics card akn610d3s2gl1, gt610 2gb ddr3 64bit",https://static-01.daraz.com.bd/p/f3d83c334da47fae82aba5c4788b9223.jpg,6500,6500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
"Arktek graphics card akn730d3s2gl1, gt730 2gb ddr3 128 bit",https://static-01.daraz.com.bd/p/1bf6a16e037320e9927264c7f4688235.jpg,7500,7500,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
128Bit GDDR3 Discrete Graphics Card HD Game Video Card Desktop Computers Graphics Card,https://static-01.daraz.com.bd/p/82cef28adaaca5a1d160ec00b7c0a541.png,7767,5178,-0.33,Not Available,0,China,,No Brand,TRUE
PC Motherboard Diagnostic Card 4-Digit PCI/ISA POST Code Analyzer,https://static-01.daraz.com.bd/p/606cd2d5b168abcdba4e11fc1b2a4041.jpg,1146,666,-0.42,Not Available,0,China,,No Brand,TRUE
HD6700 1GB DDR5 128Bit Graphics Card PCIE 2.0 GPU for AMD,https://static-01.daraz.com.bd/p/44b0a5db5ba351b64c0da4d50d896ff4.jpg,6579,4386,-0.33,Not Available,0,China,,No Brand,TRUE
"2X YUV TO RGBS YPBPR to SCART YPBPR VGA Component Transcoder Converter Game Console, RGBS to Color Difference Component",https://static-01.daraz.com.bd/p/0b9958a97ce5907d1857c5af7b74d03d.png,7741,5161,-0.33,Not Available,0,China,,No Brand,TRUE
GTX650 Graphics Card 2GB DDR5 128Bit PCIE 2.0 Desktop Gaming,https://static-01.daraz.com.bd/p/241c37bc22689d0d386b65cbaed6c9bb.jpg,17517,9520,-0.46,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket 5V 3PIN ARGB Graphics Card GPU Brace Chassis Decoration GPU Video Card Stand Holder,https://static-01.daraz.com.bd/p/f1713b8525300ddee7ed7015c8d7965c.png,2030,1015,-0.5,Not Available,0,China,,No Brand,TRUE
Gaming Graphics Card Low Profile 1GB /VGA/ Interface PCIe x16 2.0 DDR3 Computer Accessories,https://static-01.daraz.com.bd/p/1fc0c8360a45f7bd9d5d54dd86072faf.jpg,4782,3188,-0.33,Not Available,0,China,,No Brand,TRUE
PELADN RTX 2060 6G GDDR6 192Bit Graphics Card Video Card Desktop Gaming Video Card for BTC ETH Mining GPU,https://static-01.daraz.com.bd/p/29c2adf703c2dafe6ba7ecc02f63a6b7.jpg,45813,29504,-0.36,Not Available,0,China,,No Brand,TRUE
A Dual 4-Pin Molex IDE to 6 Pin PCI-E Graphic Card Cable,https://static-01.daraz.com.bd/p/decf3d81a5907429861888057cb483ee.jpg,397,265,-0.33,Not Available,0,China,,No Brand,TRUE
FLYEER COOLMOON GT8 Graphics Card Bracket ARGB Computer Shenguang Synchronous Horizontal Chassis Decoration Fixed GPU Support Bracket,https://static-01.daraz.com.bd/p/98444929ea9dc92bc75c5692a9c3ea3c.jpg,2662,1463,-0.45,Not Available,0,China,,No Brand,TRUE
"GT210 1G Graphics Card, Video Card Gddr3 Small Fan Plug and Play Heat Dissipation Computer Accessories Computer Graphics Card for PC Working",https://static-01.daraz.com.bd/p/3520e54e9595ee49624684dcdb3435b8.jpg,4264,3046,-0.29,Not Available,0,China,,No Brand,TRUE
Serviceable ELE mining card dedicated dual-power start adapter board multi-power synchronous starter 24PIN power sync line power start-up board,https://static-01.daraz.com.bd/p/c1ebf29dc019205a1ca84db6b8f1b049.jpg,1274,637,-0.5,Not Available,0,China,"Color: Green', 'Material: PCB', 'Interface: 4pin 24pin', 'Size: 107*51mm', 'Suitable for: all kinds of system', 'SATA Cable Length: 20cm', 'Power Supply Cable Length: 60cm', 'Brand new and high quality'",No Brand,TRUE
HDMI-Compatible Graphics Card Virtual Display Adapter Support 3060 Graphics Lock Screen Treasure Emulator for BTC Miner,https://static-01.daraz.com.bd/p/7e24314b08393649da4bce87772b00a6.jpg,476,476,Not Available,Not Available,0,China,,No Brand,TRUE
PNY GeForce Dual Fan LHR Graphics Card RTX 3060 Ti 8GB UPRISING,https://static-01.daraz.com.bd/p/3bb82b931350cd9c713517a4bec7b41f.jpg,65000,58990,-0.09,Not Available,0,Bangladesh,"Brand â€“ PNY', 'Model: GeForce RTX 3060 Ti', 'Type - GDDR6', 'Size - 8GB', 'Resolution - 7680 Ã— 4320 @60Hz (Digital)', 'BUS Type - PCI-Express 4.0 Ã—16', 'Memory Interface - 256-bit', 'Stream Processors - NVIDIA Ampere Streaming Multiprocessors', 'CUDA Cores â€“ 4864', 'Display Port - DisplayPort 1.4a (x3)', 'HDMI - HDMI 2.1', 'HDCP - HDCP Support Yes (2.3)', 'Connectors - 1 x 8-pin', 'Multi Display â€“ 4', 'DirectX - Microsoft DirectX 12 Ultimate', 'OpenGL - OpenGL 4.6', 'Dimensions - 9.88"" x 4.41"" x 1.65""; Dual Slot', 'Others - Memory Speed: 14 Gbps, 2nd Gen Ray Tracing Cores &amp; 3rd Gen Tensor Cores', 'LHR(lite hash rate) delivers 25 MH/s ETH hash rate (est.)', 'Warranty - 03-Years Warranty'",No Brand,FALSE
FLYEER For AMD Radeon R7 350 2G Speed Graphics Card 2GB 128Bit GDDR5 800/850MHz PCI-E 3.0 X16 HD Desktop PC Graphics Card,https://static-01.daraz.com.bd/p/80c1eff8b5e1617403c5b5cbd567ad48.jpg,15008,8112,-0.46,Not Available,0,China,,No Brand,TRUE
"FLYEER 2X GT210 1G D2 64BIT Image Card, Dual-Screen Bright Image Card Supports Large and Small Chassis/All-In-One/Desktop",https://static-01.daraz.com.bd/p/3e3f91342c50b06b78d49ae77a57fe23.jpg,9221,5799,-0.37,Not Available,0,China,,No Brand,TRUE
M.2 NVMe External Adapter Card PCI-E X1 External Adapter Card Converter Expansion Card Desktop Accelerator Board,https://static-01.daraz.com.bd/p/3383aa3a53353adcc57ff68998609b0b.png,1041,1041,Not Available,Not Available,0,China,,No Brand,TRUE
Gigabyte GeForce GT 1030 Low Profile D4 2G 2GB GDDR4 Graphics Card #GV-N1030D4-2G,https://static-01.daraz.com.bd/p/b1b03287e179f4fd1a01e72cfd593ed3.jpg,17000,10000,-0.41,Not Available,0,Bangladesh,"GeneralBrandGigabyteChipsetNVIDIA GeForceChipset ModelGeForce GT 1030ModelGigabyte GeForce GT 1030 Low Profile D4 2GPart NoGV-N1030D4-2GLTechnical InfoCUDA Core / Stream Processors384 (CUDA)Engine ClockBase: 1177 MHz (OC mode), 1151 MHz (Gaming), Boost: 1417 MHz (OC mode), 1379 MHz (Gaming)Base Engine Clock Speed1177 MHz (OC mode), 1151 MHz (Gaming)Boost Engine Clock Speed1417 MHz (OC mode), 1379 MHz (Gaming)Memory Clock2100 MHzCapacity (GB/TB)2GBMemory Bus64 bitMemory Bandwidth48 GB/sMemory TypeGDDR4Interface(s)PCI Express 3.0 x4DirectX Support12OpenGL Support4.5HDCP SupportYesSupported Operating SystemWindowsDisplay &amp; ResolutionGraphics Resolution Max.4096 x 2160Multi Display CapabilityDual DisplayPortsVGA PortNoDVI Port1HDMI Port1Display PortNoPowerPower Consumption20WRecommended PSU300WPhysical DescriptionCard Dimension150 x 69 x 15mmCooler TypeFanCooling FanSinglePCB FormATXLightingNoRGB EffectsNoPackage ContentsHDMI+DVI low profile bracket x1WarrantyWarranty Details2 yearAdditional InfoSeriesGT 1000OthersPowered by GeForceÂ® GT 1030, Integrated with 2GB DDR4 64bit memory, Low profile design with 150 mm card length, One-click overclocking via AORUS Graphics Engine.SpecialtyLow profile design with one slot and 150mm card length saves more spaces to fit slim or smaller system. Equipped with a DVI-D and a HDMI port, the card supports up to 4K high resolution. Engineered with the high-quality chokes and capacitors, this graphic card delivers outstanding performance and durable system lifespan. Equipped with a DVI-D and a HDMI port, the card can deliver beautiful and smooth 4K video playback. The cutting edge intuitive interface allows you to tune the clock speeds, voltage, fan performance, and power target in real-time according to your own gaming requirement.Country Of OriginTaiwanMade in/ AssembleChina'",No Brand,TRUE
M Key M.2 NVME AHCI SSD To PCI-E PCI Express 3.0 16x x4 Adapter,https://static-01.daraz.com.bd/p/5c322dcb8de74ace3faec791cd91ea80.jpg,498,332,-0.33,Not Available,0,China,"""M Key M.2 NVME AHCI SSD To PCI-E PCI Express 3.0 16x x4 Adapter With power supply interface Riser Card Converter For XP941 SM951 PM951 A110 SSDFeatures:1.M key M.2 NGFF SSD to PCIe X4 adapter.2.The speed and other properties is not changed,only form conversion interface.3.Support Type 2230/2242/2260/2280 type M.2 Card dimension.4.Transparent to the operating system and does not require any software drivers.System requirement:1.Motherboard: Z97 or later2.Windows 10 or laterNote:The SSD of the PCI-E NGFF NVME (M.2 M KEY SSD) interface is identified by the computer's PCI-E X4 or X8 or X16 interface (that is, the PCI-E graphics interface).Be sure to check if your computer has this interface before you buy it. If you don't have it, you can't use it.If your motherboard chipset is below 9 series, do not use PCIE X4 hard drives such as pm951, sm951, pm950!AMD chipset motherboard is not recommended for purchase!After the SSD of the PCI-E NGFF interface is transferred through the PCI-EX4 or X8 or X16 interface of the computer, entering the operating system can be correctly identified, ordinary computers can not be seen under the BIOS,Therefore, system startup is not supported unless your computer motherboard BIOS supports PCI-E device booting!Include:1x adapter riser card converter""",No Brand,TRUE
ARKTEK NVIDIA GeForce GT730 128bit 2GB DDR3 Graphics Card,https://static-01.daraz.com.bd/p/1bf6a16e037320e9927264c7f4688235.jpg,9200,7500,-0.18,Not Available,0,Bangladesh,,ARKTEK,TRUE
Video Card Sag Holder Parts 5V 3PIN ARGB Graphics Card GPU Support Bracket Vertical GPU Mount,https://static-01.daraz.com.bd/p/1838ef92f4691e08ae4f4dd2e08fed48.png,2858,1429,-0.5,Not Available,0,China,,No Brand,TRUE
Yeston New RTX3080-10GD6X BTC Mining Graphics Card 10G/320Bit/GDDR6X 19GHz 1440/1710MHz GA102/8Nm Computer Game Graphics Card,https://static-01.daraz.com.bd/p/3005347e09da63e7614a3a17a2d273bb.jpg,234954,148705,-0.37,Not Available,0,China,,No Brand,TRUE
DC 12V 0.1A 2 Pin PC Case CPU Cooler Cooling Fan 40mm x 40mm x 10mm & 80mm DC 12V 2Pin PC Computer Desktop Case CPU Cooler Cooling Fan,https://static-01.daraz.com.bd/p/4bbf8bf53a033a6502ef0c24330775b6.jpg,478,478,Not Available,Not Available,0,China,"2 x CPU Cooling Fan: 1* Black& Silver Tone & 1* BlackProduct Name : DC Cooling Fan;Material : Plastic/Plastic, MetalVoltage Current : DC 12V 0.1A;Pin Connector : 2 PinSize : 40 x 40 x 10mm / 1.6 inch x 1.6 inch x 0.39 inch(L*W*H);Cable Length : 22.5cm / 8.9 inch'",No Brand,TRUE
1 Piece GX-30 Graphics Card Bracket Jack Support Frame ITX Small Chassis Graphics Card Bracket Plus,https://static-01.daraz.com.bd/p/58400edb58256d90f5b5de6155eab0d4.jpg,585,585,Not Available,Not Available,0,China,,No Brand,TRUE
HD7450 Graphics Card 64Bit 2GB GDDR3 PCI-E 2.0 X16 for AMD Radeon HD,https://static-01.daraz.com.bd/p/84133b8db4c67eed1e721e3d2f4884e5.jpg,7977,4091,-0.49,Not Available,0,China,,No Brand,TRUE
4-Port RAID Controller Card PCI Expand Card 2.0 SATA II with Sil3114 Chip PCI Sata Internal Ports Raid Controller Card Accessories,https://static-01.daraz.com.bd/p/3775b49fc7d5969b0d3bd2ea410ca9ec.png,1182,1182,Not Available,Not Available,0,China,,No Brand,TRUE
"Graphics Card GPU Holder, VC-16 Mini",https://static-01.daraz.com.bd/p/de9cfef49e5f9d9e573755bf85f9eb8a.png,421,421,Not Available,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket Anti-Bending Support Frame Support 5V ARGB Motherboard Light Synchronous Black,https://static-01.daraz.com.bd/p/1820c5842b005ee7dd55f9b8b68b8037.jpg,1578,1578,Not Available,Not Available,0,China,,No Brand,TRUE
GT730 4G DDR3 128 Bit Graphics Card 700MHZ 40Nm PCIE 2.0 16X VGA+DVI+ HDMI-Compatible Video Card Parts,https://static-01.daraz.com.bd/p/5f618b43be3152a2a0fcfff199c75e3d.png,4029,4029,Not Available,Not Available,0,China,,No Brand,TRUE
PCI-E 3.0 X16 Graphics Card VGA Game Graphics Card Adapter Cable,https://static-01.daraz.com.bd/p/31450e0abe9f5b69524be0b2b7a4084d.jpg,1795,1795,Not Available,Not Available,0,China,,No Brand,TRUE
"Adjustable Video Card AURA SYNC Graphics Video Card Holder,Black",https://static-01.daraz.com.bd/p/08b81e0aca27c7fe762e4bec31166d6c.png,1414,1414,Not Available,Not Available,0,China,,No Brand,TRUE
3X Mini PCIe to PCI Express 16X Riser for Laptop External Graphics Card EXP GDC BTC Miner MPCIe to PCI-E Slot,https://static-01.daraz.com.bd/p/0377e16037ad90e4911db5c2b069abaa.png,1920,1920,Not Available,Not Available,0,China,,No Brand,TRUE
2X Graphics Card GPU Holder Adjustable Telescopic Rotary Screw Aluminum Alloy Video Card Sag Bracket Desktop(Plus),https://static-01.daraz.com.bd/p/a3b4652f2dda197842b606ebafed3167.png,738,738,Not Available,Not Available,0,China,,No Brand,TRUE
PCIE 4.0 Channel Splitter Expansion Riser Card PCIE Splitter Adapter Card 8+4+4Hyper Ultra Quad VROC M.2 NVMe Port Expansion Riser Card,https://static-01.daraz.com.bd/p/44dc5d2b7f4f062d307adb734d9e9d23.jpg,1535,1535,Not Available,Not Available,0,China,,No Brand,TRUE
3X 4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator Graphics Video Card Cheater,https://static-01.daraz.com.bd/p/249577105fe29cd15c67a997064b946b.png,824,824,Not Available,Not Available,0,China,,No Brand,TRUE
"Graphics Card GPU Holder, VC-16 PLUS",https://static-01.daraz.com.bd/p/8d31bec69989cc5cbb6a6e8bbc37d667.png,531,531,Not Available,Not Available,0,China,,No Brand,TRUE
PCI-E X8 X16 Double Disk Transfer Card,https://static-01.daraz.com.bd/p/d5c795a77a4b798f21b1241f6793ec5f.png,1939,1939,Not Available,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket Jack Stand 5V 3 Pin ARGB Motherboard Light Synchronous White,https://static-01.daraz.com.bd/p/d30909a0fae5f69346a9f4edcaa3bb1e.jpg,1852,1852,Not Available,Not Available,0,China,,No Brand,TRUE
1 Piece GX-30 Graphics Card Bracket Jack Support Frame ITX Small Chassis Graphics Card Bracket Mini,https://static-01.daraz.com.bd/p/52321e18da26da8ec59614fc7ad0645f.jpg,431,431,Not Available,Not Available,0,China,,No Brand,TRUE
10X PCI-E 16X Riser Card 90 Degree Pci-E Pci-Express 16X Right Angle Extender Protector Riser Adapter Card,https://static-01.daraz.com.bd/p/db6c2a1e84fd5552995b9c9bab7103ec.png,2475,2475,Not Available,Not Available,0,China,,No Brand,TRUE
AHCI to PCI-E Adapter Board PCIE Expansion Card Desktop Expansion Idle SSD Read Write Board PCIE Expansion Card SSD Hard Disk Adapter Card,https://static-01.daraz.com.bd/p/458d833d584d2640ba6abb83d447d857.png,1191,1191,Not Available,Not Available,0,China,,No Brand,TRUE
12+4Pin 12VHPWR to 4Pcs PCi-E GPU 8Pin Graphics Video Card 4X8Pin Cable PCIE 5.0 Cable for RTX3090Ti Power Supply Adapter 30cm,https://static-01.daraz.com.bd/p/1448f2eef7923bcae858f9a98c0ae852.png,1029,1029,Not Available,Not Available,0,China,,No Brand,TRUE
Bracket Used for Graphics Card Rack with Rubber Pad GPU Card Holder,https://static-01.daraz.com.bd/p/3f2c3dbce403c1841e608557c41f3bfd.png,654,654,Not Available,Not Available,0,China,,No Brand,TRUE
"GT210 1G D2 64BIT Image Card, Dual-Screen Bright Image Card Supports Large and Small Chassis/All-In-One/Desktop",https://static-01.daraz.com.bd/p/a99ada901cc66e982ed1157571239d00.jpg,2745,2745,Not Available,Not Available,0,China,,No Brand,TRUE
3X est 6In1 220V 100A Single Phase Digital Panel Ampermeter Volt Watt Kwh Power Factor Meter with Split Ct,https://static-01.daraz.com.bd/p/fa26a29435afbfbbbf71563fc6258af0.jpg,4103,4103,Not Available,Not Available,0,China,,No Brand,TRUE
PCI-E 1.1 X16 Desktop Small Chassis PC Gaming Graphics Card,https://static-01.daraz.com.bd/p/fc9429cc1def50288234c860bdc025ab.jpg,4207,4007,-0.05,Not Available,0,China,,No Brand,TRUE
COOLMOON GT8 Graphics Card Bracket ARGB Computer Shenguang GPU,https://static-01.daraz.com.bd/p/98444929ea9dc92bc75c5692a9c3ea3c.jpg,2335,1536,-0.34,Not Available,0,China,,No Brand,TRUE
QUANBU 4X est 6In1 220V 100A Single Phase Digital Panel Ampermeter Volt Watt Kwh Power Factor Meter With Split Ct,https://static-01.daraz.com.bd/p/d50433bf4c0df7771034c72e0f88f57b.jpg,6733,3525,-0.48,Not Available,0,China,,No Brand,TRUE
PCI Express 3 Port Video Capture Card Firewire 1394B & 1394A PCIe 1.1 X1 Card TI XIO2213B Chipset,https://static-01.daraz.com.bd/p/036d8626ffbc0494d9d75725bcf32a43.jpg,4787,2505,-0.48,Not Available,0,China,,No Brand,TRUE
2X PCI Express Riser Card Extension Cable PCIE 1X To 1X Slot Riser Card Converter Extender Cable Adapter,https://static-01.daraz.com.bd/p/c39a5ff80cacf1754ff548eeeb9401fd.png,904,615,-0.32,Not Available,0,China,,No Brand,TRUE
2X Fence Voltage Tester Farm Fencing Electric Solar Energiser,https://static-01.daraz.com.bd/p/9de73eb1e9e3094758458acf9cc147a2.jpg,3032,1516,-0.5,Not Available,0,China,,No Brand,TRUE
10Pcs/Lot 8-Pin PCI Express to 2 x PCIe 8 (6+2) Pin Motherboard Graphics Video Card PCI-E GPU Power Data Cable,https://static-01.daraz.com.bd/p/649dce90b19de329769518927f0fc1a6.jpg,2168,1358,-0.37,Not Available,0,China,,No Brand,TRUE
